time	V(n003)	V(n005)
2.200945633533549e-006	1.965552e+001	3.129393e+001
2.208758133533549e-006	1.965555e+001	3.129531e+001
2.216570633533550e-006	1.965557e+001	3.129605e+001
2.224383133533550e-006	1.965557e+001	3.129643e+001
2.232195633533550e-006	1.965558e+001	3.129661e+001
2.240008133533550e-006	1.965558e+001	3.129667e+001
2.247820633533550e-006	1.965558e+001	3.129665e+001
2.255633133533551e-006	1.965558e+001	3.129657e+001
2.263445633533551e-006	1.965558e+001	3.129645e+001
2.271258133533551e-006	1.965558e+001	3.129628e+001
2.279070633533551e-006	1.965558e+001	3.129608e+001
2.286883133533551e-006	1.965557e+001	3.129583e+001
2.294695633533552e-006	1.965557e+001	3.129553e+001
2.302508133533552e-006	1.965557e+001	3.129517e+001
2.310320633533552e-006	1.965556e+001	3.129475e+001
2.318133133533552e-006	1.965556e+001	3.129424e+001
2.325945633533552e-006	1.965555e+001	3.129362e+001
2.333758133533553e-006	1.965554e+001	3.129289e+001
2.341570633533553e-006	1.965553e+001	3.129200e+001
2.349383133533553e-006	1.965552e+001	3.129094e+001
2.357195633533553e-006	1.965550e+001	3.128967e+001
2.365008133533553e-006	1.965549e+001	3.128817e+001
2.372820633533553e-006	1.965547e+001	3.128642e+001
2.380633133533554e-006	1.965544e+001	3.128441e+001
2.388445633533554e-006	1.965542e+001	3.128216e+001
2.396258133533554e-006	1.965538e+001	3.127970e+001
2.404070633533554e-006	1.965535e+001	3.127707e+001
2.411883133533554e-006	1.965532e+001	3.127429e+001
2.419695633533555e-006	1.965528e+001	3.127142e+001
2.427508133533555e-006	1.965524e+001	3.126849e+001
2.435320633533555e-006	1.965520e+001	3.126551e+001
2.443133133533555e-006	1.965516e+001	3.126251e+001
2.450945633533555e-006	1.965512e+001	3.125950e+001
2.458758133533556e-006	1.965508e+001	3.125651e+001
2.466570633533556e-006	1.965504e+001	3.125354e+001
2.474383133533556e-006	1.965500e+001	3.125061e+001
2.482195633533556e-006	1.965496e+001	3.124771e+001
2.490008133533556e-006	1.965492e+001	3.124487e+001
2.497820633533557e-006	1.965488e+001	3.124207e+001
2.505633133533557e-006	1.965484e+001	3.123933e+001
2.513445633533557e-006	1.965481e+001	3.123664e+001
2.521258133533557e-006	1.965477e+001	3.123400e+001
2.536883133533557e-006	1.965470e+001	3.122888e+001
2.552508133533558e-006	1.965463e+001	3.122398e+001
2.568133133533558e-006	1.965457e+001	3.121929e+001
2.591570633533559e-006	1.965448e+001	3.121262e+001
2.615008133533559e-006	1.965439e+001	3.120639e+001
2.638445633533560e-006	1.965431e+001	3.120057e+001
2.661883133533560e-006	1.965423e+001	3.119513e+001
2.685320633533561e-006	1.965416e+001	3.119005e+001
2.708758133533562e-006	1.965409e+001	3.118531e+001
2.732195633533562e-006	1.965403e+001	3.118088e+001
2.747820633533563e-006	1.965399e+001	3.117809e+001
2.763445633533563e-006	1.965396e+001	3.117542e+001
2.771258133533563e-006	1.965394e+001	3.117413e+001
2.779070633533563e-006	1.965392e+001	3.117287e+001
2.786883133533564e-006	1.965390e+001	3.117164e+001
2.794695633533564e-006	1.965389e+001	3.117043e+001
2.802508133533564e-006	1.965387e+001	3.116925e+001
2.810320633533564e-006	1.965385e+001	3.116810e+001
2.818133133533564e-006	1.965384e+001	3.116698e+001
2.825945633533564e-006	1.965382e+001	3.116587e+001
2.833758133533565e-006	1.965381e+001	3.116479e+001
2.841570633533565e-006	1.965379e+001	3.116374e+001
2.849383133533565e-006	1.965378e+001	3.116271e+001
2.857195633533565e-006	1.965376e+001	3.116170e+001
2.865008133533565e-006	1.965375e+001	3.116071e+001
2.872820633533566e-006	1.965374e+001	3.115974e+001
2.880633133533566e-006	1.965372e+001	3.115880e+001
2.888445633533566e-006	1.965371e+001	3.115787e+001
2.896258133533566e-006	1.965370e+001	3.115696e+001
2.904070633533566e-006	1.965368e+001	3.115608e+001
2.911883133533567e-006	1.965367e+001	3.115521e+001
2.919695633533567e-006	1.965366e+001	3.115436e+001
2.927508133533567e-006	1.965365e+001	3.115353e+001
2.935320633533567e-006	1.965364e+001	3.115271e+001
2.943133133533567e-006	1.965363e+001	3.115191e+001
2.950945633533568e-006	1.965361e+001	3.115113e+001
2.958758133533568e-006	1.965360e+001	3.115036e+001
2.966570633533568e-006	1.965359e+001	3.114961e+001
2.974383133533568e-006	1.965358e+001	3.114888e+001
2.982195633533568e-006	1.965357e+001	3.114816e+001
2.990008133533568e-006	1.965356e+001	3.114745e+001
2.992188499999999e-006	1.965356e+001	3.114725e+001
2.995640267067138e-006	1.965355e+001	3.114695e+001
3.000001000000000e-006	1.965358e+001	3.114659e+001
3.000001100000000e-006	1.965358e+001	3.114659e+001
3.000001300000000e-006	1.965358e+001	3.114658e+001
3.000001700000000e-006	1.965358e+001	3.114656e+001
3.000002000000000e-006	1.965358e+001	3.114655e+001
3.000002240000000e-006	1.965357e+001	3.114654e+001
3.000002560000000e-006	1.965357e+001	3.114654e+001
3.000003199999999e-006	1.965357e+001	3.114653e+001
3.000004479999999e-006	1.965356e+001	3.114651e+001
3.000007039999999e-006	1.965356e+001	3.114647e+001
3.000012159999998e-006	1.965355e+001	3.114642e+001
3.000022399999996e-006	1.965355e+001	3.114636e+001
3.000042879999992e-006	1.965354e+001	3.114631e+001
3.000071290963486e-006	1.965355e+001	3.114632e+001
3.000102331292004e-006	1.965355e+001	3.114636e+001
3.000142199096844e-006	1.965355e+001	3.114642e+001
3.000195731666276e-006	1.965355e+001	3.114648e+001
3.000287609120904e-006	1.965355e+001	3.114654e+001
3.000418213483885e-006	1.965355e+001	3.114658e+001
3.000569167886401e-006	1.965355e+001	3.114660e+001
3.000768156396281e-006	1.965355e+001	3.114661e+001
3.001147109494609e-006	1.965355e+001	3.114664e+001
3.001905015691264e-006	1.965355e+001	3.114668e+001
3.003420828084575e-006	1.965355e+001	3.114674e+001
3.004921089214543e-006	1.965356e+001	3.114678e+001
3.006846971866846e-006	1.965356e+001	3.114680e+001
3.008764189872457e-006	1.965355e+001	3.114676e+001
3.009940316616821e-006	1.965355e+001	3.114665e+001
3.010759751641591e-006	1.965355e+001	3.114646e+001
3.011465255036095e-006	1.965354e+001	3.114613e+001
3.012157643956410e-006	1.965353e+001	3.114554e+001
3.012866262524485e-006	1.965351e+001	3.114450e+001
3.013608534555075e-006	1.965348e+001	3.114266e+001
3.014360299346808e-006	1.965343e+001	3.113965e+001
3.015185878845401e-006	1.965334e+001	3.113455e+001
3.016113778895317e-006	1.965319e+001	3.112605e+001
3.017241608847533e-006	1.965293e+001	3.111120e+001
3.018688473669934e-006	1.965248e+001	3.108459e+001
3.020531937315916e-006	1.965175e+001	3.103983e+001
3.021868845307652e-006	1.965110e+001	3.099935e+001
3.022734703868295e-006	1.965062e+001	3.096811e+001
3.023697374766697e-006	1.965000e+001	3.092854e+001
3.024797031637829e-006	1.964921e+001	3.087685e+001
3.026996345380094e-006	1.964734e+001	3.075714e+001
3.029244996503305e-006	1.964509e+001	3.061433e+001
3.031707961152060e-006	1.964213e+001	3.043113e+001
3.034394754728697e-006	1.963818e+001	3.019695e+001
3.038316120228690e-006	1.963080e+001	2.979234e+001
3.043587581337077e-006	1.961734e+001	2.914680e+001
3.049277848700205e-006	1.959613e+001	2.832497e+001
3.054899657263218e-006	1.956232e+001	2.738139e+001
3.060841189115611e-006	1.949615e+001	2.624610e+001
3.066540533875535e-006	1.936651e+001	2.503473e+001
3.070372763402081e-006	1.917384e+001	2.414168e+001
3.073074753814123e-006	1.885878e+001	2.344905e+001
3.075886964340704e-006	1.827635e+001	2.266013e+001
3.078608747603939e-006	1.755000e+001	2.184788e+001
3.081154338935818e-006	1.681141e+001	2.105238e+001
3.084810740081822e-006	1.564879e+001	1.980556e+001
3.088018841234816e-006	1.436167e+001	1.843678e+001
3.090139722664986e-006	1.316799e+001	1.718042e+001
3.091407184209286e-006	1.223499e+001	1.620591e+001
3.092650969950579e-006	1.118939e+001	1.511778e+001
3.093758929247907e-006	1.020597e+001	1.409555e+001
3.094880757851505e-006	9.183404e+000	1.303271e+001
3.095937409507587e-006	8.210976e+000	1.202135e+001
3.097164567953145e-006	7.084064e+000	1.084759e+001
3.098443670274467e-006	5.927594e+000	9.639384e+000
3.100170482424914e-006	4.420291e+000	8.053364e+000
3.102161796660716e-006	2.824496e+000	6.327532e+000
3.104499612255011e-006	1.253185e+000	4.487302e+000
3.105862474325263e-006	5.952492e-001	3.553439e+000
3.106659269604213e-006	3.592030e-001	3.084291e+000
3.107441488034487e-006	2.173361e-001	2.673069e+000
3.108565833459183e-006	8.915530e-002	2.132807e+000
3.110036821101834e-006	-9.730434e-003	1.485147e+000
3.111145033674591e-006	-4.952825e-002	1.036898e+000
3.111606106035968e-006	-5.724303e-002	8.651432e-001
3.111885280959484e-006	-5.949511e-002	7.679885e-001
3.112022598145779e-006	-6.020237e-002	7.227634e-001
3.112111243891646e-006	-6.051262e-002	6.951781e-001
3.112199509400121e-006	-6.071988e-002	6.693963e-001
3.112287249474832e-006	-6.080831e-002	6.462649e-001
3.112462729624254e-006	-6.070399e-002	6.058116e-001
3.112600961671674e-006	-6.035874e-002	5.789927e-001
3.112787946523866e-006	-5.949604e-002	5.498325e-001
3.112956808376372e-006	-5.833463e-002	5.295457e-001
3.113279800129424e-006	-5.533024e-002	5.013162e-001
3.113728836987236e-006	-5.027314e-002	4.724951e-001
3.114208349663426e-006	-4.428492e-002	4.499342e-001
3.114835427180352e-006	-3.634578e-002	4.278522e-001
3.115557353166060e-006	-2.791191e-002	4.089172e-001
3.116792916737429e-006	-1.556985e-002	3.854966e-001
3.117951915621914e-006	-6.444365e-003	3.702311e-001
3.119434786576197e-006	2.115444e-003	3.573625e-001
3.120798625000993e-006	7.585423e-003	3.496996e-001
3.122777900612578e-006	1.269971e-002	3.432090e-001
3.124952109103530e-006	1.612205e-002	3.404753e-001
3.127996931025516e-006	1.891865e-002	3.441409e-001
3.131064141484229e-006	2.088276e-002	3.579081e-001
3.134115377584677e-006	2.254600e-002	3.802082e-001
3.135358191786824e-006	2.307002e-002	3.899121e-001
3.136586477709613e-006	2.333333e-002	3.981152e-001
3.138002889429494e-006	2.334749e-002	4.051981e-001
3.139379560333829e-006	2.308354e-002	4.089124e-001
3.141851607728834e-006	2.222069e-002	4.094819e-001
3.144160404571516e-006	2.125902e-002	4.050208e-001
3.146277730518760e-006	2.042848e-002	3.975891e-001
3.148616746171281e-006	1.974104e-002	3.879003e-001
3.150811220151117e-006	1.936327e-002	3.789198e-001
3.152985869546792e-006	1.923315e-002	3.709631e-001
3.155621215639236e-006	1.928236e-002	3.628703e-001
3.158817626844879e-006	1.946229e-002	3.547991e-001
3.162039175953105e-006	1.965827e-002	3.479458e-001
3.164732955882286e-006	1.978512e-002	3.428470e-001
3.167407930086962e-006	1.986394e-002	3.381307e-001
3.171439058024589e-006	1.993281e-002	3.314479e-001
3.176838222093504e-006	1.999657e-002	3.232988e-001
3.184650722093504e-006	2.007937e-002	3.130078e-001
3.192463222093505e-006	2.015384e-002	3.042608e-001
3.200275722093505e-006	2.021001e-002	2.968442e-001
3.208088222093505e-006	2.024869e-002	2.904356e-001
3.215900722093505e-006	2.027659e-002	2.848291e-001
3.223713222093505e-006	2.029697e-002	2.798764e-001
3.231525722093506e-006	2.031106e-002	2.754575e-001
3.239338222093506e-006	2.032031e-002	2.714813e-001
3.247150722093506e-006	2.032589e-002	2.678784e-001
3.254963222093506e-006	2.032851e-002	2.645931e-001
3.262775722093506e-006	2.032872e-002	2.615810e-001
3.270588222093506e-006	2.032696e-002	2.588058e-001
3.278400722093507e-006	2.032356e-002	2.562379e-001
3.286213222093507e-006	2.031877e-002	2.538527e-001
3.294025722093507e-006	2.031280e-002	2.516294e-001
3.301838222093507e-006	2.030582e-002	2.495507e-001
3.309650722093507e-006	2.029796e-002	2.476016e-001
3.317463222093508e-006	2.028932e-002	2.457695e-001
3.325275722093508e-006	2.028000e-002	2.440433e-001
3.333088222093508e-006	2.027006e-002	2.424133e-001
3.348713222093508e-006	2.024858e-002	2.394098e-001
3.364338222093509e-006	2.022529e-002	2.367032e-001
3.379963222093509e-006	2.020046e-002	2.342495e-001
3.387775722093509e-006	2.018754e-002	2.331062e-001
3.395588222093510e-006	2.017432e-002	2.320136e-001
3.403400722093510e-006	2.016081e-002	2.309683e-001
3.411213222093510e-006	2.014703e-002	2.299671e-001
3.419025722093510e-006	2.013300e-002	2.290074e-001
3.426838222093510e-006	2.011873e-002	2.280865e-001
3.434650722093510e-006	2.010424e-002	2.272023e-001
3.442463222093511e-006	2.008953e-002	2.263524e-001
3.458088222093511e-006	2.005951e-002	2.247482e-001
3.473713222093511e-006	2.002876e-002	2.232603e-001
3.489338222093512e-006	1.999734e-002	2.218766e-001
3.512775722093512e-006	1.994908e-002	2.199746e-001
3.536213222093513e-006	1.989962e-002	2.182557e-001
3.559650722093514e-006	1.984910e-002	2.166960e-001
3.583088222093514e-006	1.979767e-002	2.152759e-001
3.606525722093515e-006	1.974543e-002	2.139791e-001
3.625498936379229e-006	1.970252e-002	2.130217e-001
3.644472150664944e-006	1.965933e-002	2.121173e-001
3.663445364950659e-006	1.961586e-002	2.112658e-001
3.682418579236374e-006	1.957211e-002	2.104672e-001
3.701391793522088e-006	1.952808e-002	2.097215e-001
3.720365007807803e-006	1.948377e-002	2.090287e-001
3.739338222093518e-006	1.943919e-002	2.083889e-001
3.760543579236376e-006	1.938922e-002	2.077161e-001
3.781748936379233e-006	1.933923e-002	2.070806e-001
3.802954293522091e-006	1.928923e-002	2.064823e-001
3.824159650664949e-006	1.923921e-002	2.059213e-001
3.845365007807805e-006	1.918917e-002	2.053975e-001
3.866570364950663e-006	1.913912e-002	2.049110e-001
3.887775722093521e-006	1.908905e-002	2.044617e-001
3.895588222093521e-006	1.907066e-002	2.043008e-001
3.903400722093521e-006	1.905228e-002	2.041436e-001
3.911213222093522e-006	1.903392e-002	2.039900e-001
3.919025722093522e-006	1.901558e-002	2.038400e-001
3.926838222093522e-006	1.899726e-002	2.036934e-001
3.934650722093522e-006	1.897896e-002	2.035502e-001
3.942463222093522e-006	1.896068e-002	2.034102e-001
3.950275722093523e-006	1.894242e-002	2.032734e-001
3.958088222093523e-006	1.892418e-002	2.031397e-001
3.965900722093523e-006	1.890596e-002	2.030090e-001
3.973713222093523e-006	1.888777e-002	2.028813e-001
3.981525722093523e-006	1.886961e-002	2.027564e-001
3.989338222093524e-006	1.885146e-002	2.026339e-001
3.992187500000000e-006	1.884486e-002	2.025899e-001
3.994301444187048e-006	1.883995e-002	2.025575e-001
3.995772111625904e-006	1.883655e-002	2.025352e-001
3.997058665122287e-006	1.883355e-002	2.025157e-001
3.997426893007235e-006	1.883270e-002	2.025101e-001
3.998163348777130e-006	1.883099e-002	2.024990e-001
3.998527088460208e-006	1.883015e-002	2.024936e-001
3.999254567826364e-006	1.882772e-002	2.024856e-001
3.999255567826364e-006	1.882779e-002	2.024851e-001
3.999257567826364e-006	1.882800e-002	2.024837e-001
3.999261567826365e-006	1.882821e-002	2.024828e-001
3.999269567826367e-006	1.882835e-002	2.024824e-001
3.999285567826371e-006	1.882840e-002	2.024821e-001
3.999317567826379e-006	1.882834e-002	2.024817e-001
3.999381567826394e-006	1.882819e-002	2.024807e-001
3.999509567826425e-006	1.882789e-002	2.024788e-001
3.999765567826486e-006	1.882730e-002	2.024750e-001
3.999768567826487e-006	1.882729e-002	2.024749e-001
3.999772567826488e-006	1.882728e-002	2.024748e-001
3.999805058136990e-006	1.882721e-002	2.024744e-001
3.999837548447491e-006	1.882713e-002	2.024739e-001
3.999870038757993e-006	1.882706e-002	2.024734e-001
3.999902529068494e-006	1.882698e-002	2.024729e-001
3.999935019378996e-006	1.882691e-002	2.024724e-001
3.999967509689498e-006	1.882683e-002	2.024719e-001
4.000000000000000e-006	1.882675e-002	2.024714e-001
4.000000100000000e-006	1.882697e-002	2.024756e-001
4.000000300000000e-006	1.882746e-002	2.024860e-001
4.000000699999999e-006	1.882865e-002	2.025132e-001
4.000001000000000e-006	1.882967e-002	2.025381e-001
4.000001075912501e-006	1.882982e-002	2.025432e-001
4.000001227737501e-006	1.883009e-002	2.025531e-001
4.000001531387502e-006	1.883054e-002	2.025723e-001
4.000002138687503e-006	1.883121e-002	2.026080e-001
4.000003353287507e-006	1.883198e-002	2.026694e-001
4.000005435103160e-006	1.883257e-002	2.027533e-001
4.000007417224760e-006	1.883280e-002	2.028122e-001
4.000010295032052e-006	1.883304e-002	2.028727e-001
4.000013819799747e-006	1.883341e-002	2.029272e-001
4.000019931801913e-006	1.883416e-002	2.029997e-001
4.000029254336878e-006	1.883531e-002	2.030860e-001
4.000047899406807e-006	1.883748e-002	2.032103e-001
4.000085189546665e-006	1.884152e-002	2.033663e-001
4.000142806759902e-006	1.884735e-002	2.034976e-001
4.000206875238064e-006	1.885333e-002	2.035646e-001
4.000299813563514e-006	1.886102e-002	2.035923e-001
4.000440662318402e-006	1.887020e-002	2.035693e-001
4.000722359828177e-006	1.888020e-002	2.034362e-001
4.001285754847728e-006	1.887889e-002	2.030689e-001
4.002034284961462e-006	1.885068e-002	2.025099e-001
4.002772757326880e-006	1.880501e-002	2.019202e-001
4.003668367631883e-006	1.873544e-002	2.010020e-001
4.004255867709074e-006	1.867206e-002	1.999274e-001
4.004749366825319e-006	1.859464e-002	1.985369e-001
4.005127664352842e-006	1.852006e-002	1.973588e-001
4.005520158402855e-006	1.844160e-002	1.963659e-001
4.006030013202802e-006	1.836796e-002	1.957815e-001
4.006647652122104e-006	1.836100e-002	1.965392e-001
4.007310155907246e-006	1.850399e-002	1.997548e-001
4.007939770010754e-006	1.883440e-002	2.057817e-001
4.008462007142472e-006	1.929700e-002	2.134289e-001
4.009010771097320e-006	1.996704e-002	2.235538e-001
4.009609824113523e-006	2.082655e-002	2.354771e-001
4.010219140287971e-006	2.173169e-002	2.474181e-001
4.010885130407194e-006	2.266036e-002	2.600120e-001
4.011599222458029e-006	2.353901e-002	2.734869e-001
4.012508094928178e-006	2.450435e-002	2.911051e-001
4.013471825242593e-006	2.538620e-002	3.103780e-001
4.014487376459151e-006	2.617377e-002	3.312030e-001
4.015885355345785e-006	2.707606e-002	3.602999e-001
4.017166317495456e-006	2.774277e-002	3.871016e-001
4.018517843706163e-006	2.827657e-002	4.153185e-001
4.020415622288877e-006	2.882010e-002	4.546587e-001
4.022379978961163e-006	2.920592e-002	4.949837e-001
4.025165807494168e-006	2.957049e-002	5.515888e-001
4.028251845417757e-006	2.973408e-002	6.152622e-001
4.033455040550333e-006	2.834205e-002	7.419334e-001
4.037022423018536e-006	2.311454e-002	8.844527e-001
4.040318732367022e-006	1.157457e-002	1.124313e+000
4.044221503660543e-006	-7.166638e-003	1.580976e+000
4.048939166535922e-006	-2.747716e-002	2.352049e+000
4.054079016474693e-006	-4.259858e-002	3.382268e+000
4.056435589406204e-006	-4.603986e-002	3.911497e+000
4.057876749748342e-006	-3.986293e-002	4.256221e+000
4.058715948086736e-006	-1.756638e-002	4.467613e+000
4.059241401606810e-006	2.507656e-002	4.612604e+000
4.059840499496935e-006	1.257520e-001	4.801125e+000
4.060486494596671e-006	2.958550e-001	5.032747e+000
4.060822699893210e-006	4.131548e-001	5.166768e+000
4.061167184888112e-006	5.504099e-001	5.312200e+000
4.061518053287372e-006	6.938862e-001	5.462334e+000
4.062219790085892e-006	9.789120e-001	5.762686e+000
4.063214563311200e-006	1.376407e+000	6.187347e+000
4.064286993106214e-006	1.802537e+000	6.646889e+000
4.065761894783095e-006	2.394812e+000	7.286767e+000
4.067797073996224e-006	3.229978e+000	8.186714e+000
4.070676043402323e-006	4.448404e+000	9.493390e+000
4.075527959896819e-006	6.572641e+000	1.175829e+001
4.082112522476104e-006	9.488222e+000	1.485113e+001
4.089925022476104e-006	1.266143e+001	1.821113e+001
4.096764451510698e-006	1.478173e+001	2.046879e+001
4.104048337631974e-006	1.640730e+001	2.222184e+001
4.108988129968039e-006	1.739978e+001	2.329783e+001
4.114956700633336e-006	1.858559e+001	2.462642e+001
4.117224368636822e-006	1.894198e+001	2.512516e+001
4.119539894888919e-006	1.916322e+001	2.561301e+001
4.122171319967247e-006	1.931361e+001	2.614618e+001
4.124551402620037e-006	1.939841e+001	2.661227e+001
4.127621748528751e-006	1.946840e+001	2.719213e+001
4.130868833044163e-006	1.951747e+001	2.777758e+001
4.135270957112292e-006	1.956095e+001	2.852187e+001
4.140133150609186e-006	1.959195e+001	2.926315e+001
4.147945650609186e-006	1.962428e+001	3.030869e+001
4.151723004055103e-006	1.963539e+001	3.074199e+001
4.153939422017947e-006	1.964041e+001	3.094995e+001
4.155232720289735e-006	1.964302e+001	3.103959e+001
4.156567411066821e-006	1.964547e+001	3.109849e+001
4.157900272671531e-006	1.964756e+001	3.113526e+001
4.159237285646507e-006	1.964923e+001	3.116006e+001
4.160703377250800e-006	1.965059e+001	3.117966e+001
4.162917044479381e-006	1.965198e+001	3.120103e+001
4.166352847200594e-006	1.965331e+001	3.122442e+001
4.170253230411279e-006	1.965416e+001	3.124228e+001
4.174555885033724e-006	1.965464e+001	3.125484e+001
4.179838203496665e-006	1.965494e+001	3.126428e+001
4.186763481251761e-006	1.965514e+001	3.127151e+001
4.194575981251761e-006	1.965526e+001	3.127600e+001
4.202388481251761e-006	1.965531e+001	3.127838e+001
4.210200981251761e-006	1.965534e+001	3.127963e+001
4.218013481251761e-006	1.965536e+001	3.128030e+001
4.225825981251761e-006	1.965536e+001	3.128064e+001
4.233638481251762e-006	1.965537e+001	3.128080e+001
4.241450981251762e-006	1.965537e+001	3.128084e+001
4.249263481251762e-006	1.965537e+001	3.128081e+001
4.257075981251762e-006	1.965537e+001	3.128072e+001
4.264888481251762e-006	1.965537e+001	3.128059e+001
4.272700981251763e-006	1.965537e+001	3.128042e+001
4.280513481251763e-006	1.965537e+001	3.128020e+001
4.288325981251763e-006	1.965536e+001	3.127995e+001
4.296138481251763e-006	1.965536e+001	3.127964e+001
4.303950981251763e-006	1.965536e+001	3.127927e+001
4.311763481251764e-006	1.965535e+001	3.127882e+001
4.319575981251764e-006	1.965534e+001	3.127829e+001
4.327388481251764e-006	1.965534e+001	3.127765e+001
4.335200981251764e-006	1.965533e+001	3.127689e+001
4.343013481251764e-006	1.965532e+001	3.127597e+001
4.350825981251765e-006	1.965530e+001	3.127486e+001
4.358638481251765e-006	1.965529e+001	3.127354e+001
4.366450981251765e-006	1.965527e+001	3.127199e+001
4.374263481251765e-006	1.965525e+001	3.127018e+001
4.382075981251765e-006	1.965523e+001	3.126812e+001
4.389888481251765e-006	1.965520e+001	3.126583e+001
4.397700981251766e-006	1.965517e+001	3.126333e+001
4.405513481251766e-006	1.965513e+001	3.126066e+001
4.413325981251766e-006	1.965510e+001	3.125786e+001
4.421138481251766e-006	1.965506e+001	3.125498e+001
4.428950981251766e-006	1.965502e+001	3.125203e+001
4.436763481251767e-006	1.965498e+001	3.124905e+001
4.444575981251767e-006	1.965494e+001	3.124605e+001
4.452388481251767e-006	1.965490e+001	3.124304e+001
4.460200981251767e-006	1.965486e+001	3.124006e+001
4.468013481251767e-006	1.965482e+001	3.123709e+001
4.475825981251768e-006	1.965478e+001	3.123417e+001
4.483638481251768e-006	1.965474e+001	3.123129e+001
4.491450981251768e-006	1.965470e+001	3.122845e+001
4.499263481251768e-006	1.965466e+001	3.122567e+001
4.507075981251768e-006	1.965462e+001	3.122294e+001
4.514888481251769e-006	1.965459e+001	3.122026e+001
4.522700981251769e-006	1.965455e+001	3.121763e+001
4.530513481251769e-006	1.965451e+001	3.121506e+001
4.538325981251769e-006	1.965448e+001	3.121254e+001
4.553950981251769e-006	1.965441e+001	3.120766e+001
4.569575981251770e-006	1.965435e+001	3.120299e+001
4.593013481251770e-006	1.965425e+001	3.119636e+001
4.616450981251771e-006	1.965417e+001	3.119016e+001
4.639888481251772e-006	1.965409e+001	3.118437e+001
4.663325981251772e-006	1.965401e+001	3.117896e+001
4.686763481251773e-006	1.965394e+001	3.117391e+001
4.710200981251773e-006	1.965387e+001	3.116919e+001
4.733638481251774e-006	1.965381e+001	3.116479e+001
4.749263481251774e-006	1.965377e+001	3.116201e+001
4.764888481251775e-006	1.965374e+001	3.115936e+001
4.772700981251775e-006	1.965372e+001	3.115808e+001
4.780513481251775e-006	1.965370e+001	3.115683e+001
4.788325981251775e-006	1.965368e+001	3.115560e+001
4.796138481251775e-006	1.965367e+001	3.115440e+001
4.803950981251776e-006	1.965365e+001	3.115323e+001
4.811763481251776e-006	1.965363e+001	3.115208e+001
4.819575981251776e-006	1.965362e+001	3.115096e+001
4.827388481251776e-006	1.965360e+001	3.114987e+001
4.835200981251776e-006	1.965359e+001	3.114879e+001
4.843013481251776e-006	1.965357e+001	3.114775e+001
4.850825981251777e-006	1.965356e+001	3.114672e+001
4.858638481251777e-006	1.965354e+001	3.114571e+001
4.866450981251777e-006	1.965353e+001	3.114473e+001
4.874263481251777e-006	1.965351e+001	3.114377e+001
4.882075981251777e-006	1.965350e+001	3.114283e+001
4.889888481251778e-006	1.965349e+001	3.114191e+001
4.897700981251778e-006	1.965348e+001	3.114101e+001
4.905513481251778e-006	1.965346e+001	3.114013e+001
4.913325981251778e-006	1.965345e+001	3.113926e+001
4.921138481251778e-006	1.965344e+001	3.113842e+001
4.928950981251779e-006	1.965343e+001	3.113759e+001
4.936763481251779e-006	1.965342e+001	3.113678e+001
4.944575981251779e-006	1.965340e+001	3.113598e+001
4.952388481251779e-006	1.965339e+001	3.113521e+001
4.960200981251779e-006	1.965338e+001	3.113445e+001
4.968013481251780e-006	1.965337e+001	3.113370e+001
4.975825981251780e-006	1.965336e+001	3.113297e+001
4.983638481251780e-006	1.965335e+001	3.113225e+001
4.991450981251780e-006	1.965334e+001	3.113155e+001
4.992188500000000e-006	1.965334e+001	3.113148e+001
4.993663537496439e-006	1.965334e+001	3.113135e+001
4.996613612489317e-006	1.965334e+001	3.113109e+001
4.997292336821176e-006	1.965334e+001	3.113103e+001
4.998649785484895e-006	1.965330e+001	3.113086e+001
4.998650785484895e-006	1.965330e+001	3.113086e+001
4.998652785484895e-006	1.965331e+001	3.113087e+001
4.998656785484896e-006	1.965332e+001	3.113088e+001
4.998664785484898e-006	1.965333e+001	3.113090e+001
4.998680785484902e-006	1.965333e+001	3.113091e+001
4.998712785484910e-006	1.965333e+001	3.113090e+001
4.998769446480451e-006	1.965333e+001	3.113090e+001
4.998882768471532e-006	1.965333e+001	3.113089e+001
4.999109412453696e-006	1.965333e+001	3.113087e+001
4.999562700418025e-006	1.965333e+001	3.113083e+001
4.999563700418025e-006	1.965333e+001	3.113083e+001
4.999565700418025e-006	1.965333e+001	3.113083e+001
4.999569700418026e-006	1.965333e+001	3.113083e+001
4.999577700418028e-006	1.965333e+001	3.113083e+001
4.999593700418032e-006	1.965333e+001	3.113083e+001
5.000001000000000e-006	1.965333e+001	3.113079e+001
5.000001100000000e-006	1.965333e+001	3.113079e+001
5.000001300000000e-006	1.965333e+001	3.113078e+001
5.000001699999999e-006	1.965333e+001	3.113076e+001
5.000002000000000e-006	1.965333e+001	3.113075e+001
5.000002080000000e-006	1.965333e+001	3.113075e+001
5.000002240000000e-006	1.965333e+001	3.113074e+001
5.000002560000000e-006	1.965333e+001	3.113074e+001
5.000003200000000e-006	1.965333e+001	3.113073e+001
5.000004480000001e-006	1.965333e+001	3.113071e+001
5.000007040000001e-006	1.965333e+001	3.113068e+001
5.000012160000003e-006	1.965332e+001	3.113064e+001
5.000022400000005e-006	1.965332e+001	3.113058e+001
5.000042880000010e-006	1.965332e+001	3.113054e+001
5.000070487663173e-006	1.965333e+001	3.113054e+001
5.000101337651312e-006	1.965333e+001	3.113058e+001
5.000141133668910e-006	1.965333e+001	3.113065e+001
