time	V(n003)	V(n005)
5.000195059934745e-006	1.965333e+001	3.113071e+001
5.000285658995694e-006	1.965333e+001	3.113077e+001
5.000417991109965e-006	1.965333e+001	3.113080e+001
5.000569250022704e-006	1.965333e+001	3.113082e+001
5.000770274208715e-006	1.965333e+001	3.113084e+001
5.001147188339063e-006	1.965333e+001	3.113087e+001
5.001901016599760e-006	1.965333e+001	3.113091e+001
5.003408673121154e-006	1.965334e+001	3.113097e+001
5.004911869693070e-006	1.965334e+001	3.113101e+001
5.006832538588028e-006	1.965334e+001	3.113103e+001
5.008774170417782e-006	1.965334e+001	3.113098e+001
5.009961823604788e-006	1.965333e+001	3.113087e+001
5.010785366982375e-006	1.965333e+001	3.113067e+001
5.011492972724643e-006	1.965332e+001	3.113034e+001
5.012187280477212e-006	1.965331e+001	3.112974e+001
5.012898569416750e-006	1.965329e+001	3.112866e+001
5.013643521596593e-006	1.965326e+001	3.112678e+001
5.014398948207994e-006	1.965320e+001	3.112369e+001
5.015229685876623e-006	1.965311e+001	3.111846e+001
5.016165522001040e-006	1.965296e+001	3.110972e+001
5.017306206836798e-006	1.965269e+001	3.109443e+001
5.018775674365769e-006	1.965223e+001	3.106701e+001
5.020599231622924e-006	1.965150e+001	3.102231e+001
5.021877769289210e-006	1.965088e+001	3.098337e+001
5.022736790854153e-006	1.965039e+001	3.095232e+001
5.023686479969675e-006	1.964978e+001	3.091329e+001
5.024799904778882e-006	1.964897e+001	3.086092e+001
5.027026754397295e-006	1.964708e+001	3.073956e+001
5.029287685117262e-006	1.964480e+001	3.059567e+001
5.031752951675501e-006	1.964182e+001	3.041183e+001
5.034447971500269e-006	1.963783e+001	3.017628e+001
5.038395718685921e-006	1.963033e+001	2.976770e+001
5.043703387836538e-006	1.961662e+001	2.911560e+001
5.049404214515566e-006	1.959508e+001	2.828962e+001
5.055021770959398e-006	1.956069e+001	2.734403e+001
5.060956189772838e-006	1.949300e+001	2.620721e+001
5.066659505896548e-006	1.935975e+001	2.499240e+001
5.070427629010212e-006	1.916423e+001	2.411232e+001
5.073113855351178e-006	1.884104e+001	2.342149e+001
5.075989384191993e-006	1.823627e+001	2.261324e+001
5.078472452832604e-006	1.757187e+001	2.187217e+001
5.081056543593647e-006	1.682281e+001	2.106539e+001
5.084715449477528e-006	1.567148e+001	1.983011e+001
5.087672107168916e-006	1.451792e+001	1.860213e+001
5.089765283008657e-006	1.338006e+001	1.740328e+001
5.091225283928352e-006	1.232560e+001	1.630127e+001
5.092893316184479e-006	1.091624e+001	1.483445e+001
5.095139406200887e-006	8.895679e+000	1.273359e+001
5.096972098943518e-006	7.221344e+000	1.099018e+001
5.098964385894594e-006	5.432896e+000	9.119493e+000
5.101084836371219e-006	3.632510e+000	7.210727e+000
5.103367817443729e-006	1.910224e+000	5.303072e+000
5.104992765843154e-006	9.475412e-001	4.095913e+000
5.106118344168775e-006	5.078036e-001	3.378547e+000
5.107173936953338e-006	2.639859e-001	2.794351e+000
5.108193194789065e-006	1.253025e-001	2.288518e+000
5.109477668273935e-006	2.275368e-002	1.705671e+000
5.110530617419754e-006	-2.574169e-002	1.263186e+000
5.111124288506115e-006	-4.010841e-002	1.030516e+000
5.111466678196904e-006	-4.444661e-002	9.037211e-001
5.111703487806712e-006	-4.630142e-002	8.197339e-001
5.111845738331090e-006	-4.706856e-002	7.711161e-001
5.111947271182353e-006	-4.747682e-002	7.375696e-001
5.112017619138390e-006	-4.769482e-002	7.150979e-001
5.112087463598809e-006	-4.784848e-002	6.936851e-001
5.112174544412539e-006	-4.797241e-002	6.684240e-001
5.112261946346074e-006	-4.798770e-002	6.454785e-001
5.112436750213144e-006	-4.775671e-002	6.054010e-001
5.112581132320628e-006	-4.730457e-002	5.775769e-001
5.112766403661877e-006	-4.635165e-002	5.489405e-001
5.112937768672948e-006	-4.509942e-002	5.286198e-001
5.113270129362179e-006	-4.191898e-002	4.999536e-001
5.113719864525004e-006	-3.681286e-002	4.714462e-001
5.114200720565117e-006	-3.085284e-002	4.490872e-001
5.114830640543186e-006	-2.303939e-002	4.271298e-001
5.115562507092351e-006	-1.472328e-002	4.080110e-001
5.116697880626796e-006	-3.781788e-003	3.864501e-001
5.117893955024646e-006	5.256739e-003	3.705457e-001
5.119319512594297e-006	1.311277e-002	3.579042e-001
5.120723796425172e-006	1.842544e-002	3.498411e-001
5.122624917410620e-006	2.301394e-002	3.434020e-001
5.124831632359501e-006	2.620532e-002	3.403996e-001
5.127773519579840e-006	2.866487e-002	3.435267e-001
5.130888662488466e-006	3.046850e-002	3.569865e-001
5.133925213260339e-006	3.199448e-002	3.788544e-001
5.135166094565143e-006	3.248560e-002	3.886206e-001
5.136441865485273e-006	3.274122e-002	3.973019e-001
5.137954471670404e-006	3.273876e-002	4.049726e-001
5.139426441774525e-006	3.244937e-002	4.090078e-001
5.141761365918197e-006	3.164664e-002	4.095716e-001
5.144101412989731e-006	3.070587e-002	4.050598e-001
5.146217789265323e-006	2.991919e-002	3.976833e-001
5.148551789625780e-006	2.927862e-002	3.880280e-001
5.150772311787829e-006	2.892854e-002	3.789303e-001
5.152907287945045e-006	2.881905e-002	3.711086e-001
5.155626804645215e-006	2.887646e-002	3.627074e-001
5.158432576841344e-006	2.903093e-002	3.554859e-001
5.160818303106124e-006	2.917742e-002	3.502455e-001
5.162703962054454e-006	2.927482e-002	3.465292e-001
5.164860717833148e-006	2.935638e-002	3.425440e-001
5.167090162777756e-006	2.941311e-002	3.385961e-001
5.169661930738457e-006	2.945312e-002	3.342595e-001
5.174805466659862e-006	2.950567e-002	3.261600e-001
5.180224876719228e-006	2.955443e-002	3.184205e-001
5.185505795075788e-006	2.959995e-002	3.118306e-001
5.193318295075788e-006	2.965594e-002	3.034035e-001
5.201130795075788e-006	2.969457e-002	2.961022e-001
5.208943295075789e-006	2.971897e-002	2.897847e-001
5.216755795075789e-006	2.973409e-002	2.842550e-001
5.224568295075789e-006	2.974206e-002	2.793638e-001
5.232380795075789e-006	2.974438e-002	2.749951e-001
5.240193295075789e-006	2.974241e-002	2.710612e-001
5.248005795075790e-006	2.973712e-002	2.674941e-001
5.255818295075790e-006	2.972913e-002	2.642394e-001
5.263630795075790e-006	2.971896e-002	2.612537e-001
5.271443295075790e-006	2.970700e-002	2.585014e-001
5.279255795075790e-006	2.969355e-002	2.559536e-001
5.287068295075790e-006	2.967884e-002	2.535861e-001
5.294880795075791e-006	2.966304e-002	2.513787e-001
5.302693295075791e-006	2.964632e-002	2.493140e-001
5.310505795075791e-006	2.962879e-002	2.473775e-001
5.318318295075791e-006	2.961054e-002	2.455567e-001
5.326130795075791e-006	2.959166e-002	2.438407e-001
5.333943295075792e-006	2.957221e-002	2.422201e-001
5.349568295075792e-006	2.953182e-002	2.392328e-001
5.365193295075792e-006	2.948974e-002	2.365397e-001
5.373005795075793e-006	2.946814e-002	2.352896e-001
5.380818295075793e-006	2.944621e-002	2.340976e-001
5.388630795075793e-006	2.942397e-002	2.329595e-001
5.396443295075793e-006	2.940145e-002	2.318716e-001
5.404255795075793e-006	2.937865e-002	2.308307e-001
5.412068295075794e-006	2.935559e-002	2.298336e-001
5.419880795075794e-006	2.933229e-002	2.288777e-001
5.435505795075794e-006	2.928501e-002	2.270794e-001
5.451130795075794e-006	2.923691e-002	2.254182e-001
5.466755795075795e-006	2.918805e-002	2.238790e-001
5.490193295075795e-006	2.911349e-002	2.217719e-001
5.513630795075796e-006	2.903759e-002	2.198756e-001
5.537068295075797e-006	2.896049e-002	2.181614e-001
5.560505795075797e-006	2.888234e-002	2.166057e-001
5.583943295075798e-006	2.880327e-002	2.151890e-001
5.607380795075798e-006	2.872341e-002	2.138951e-001
5.626354009361513e-006	2.865812e-002	2.129397e-001
5.645327223647227e-006	2.859257e-002	2.120370e-001
5.664300437932942e-006	2.852674e-002	2.111871e-001
5.683273652218657e-006	2.846064e-002	2.103898e-001
5.702246866504372e-006	2.839427e-002	2.096454e-001
5.721220080790087e-006	2.832762e-002	2.089537e-001
5.740193295075801e-006	2.826070e-002	2.083147e-001
5.761398652218659e-006	2.818579e-002	2.076428e-001
5.782604009361517e-006	2.811089e-002	2.070080e-001
5.803809366504375e-006	2.803601e-002	2.064104e-001
5.825014723647232e-006	2.796115e-002	2.058500e-001
5.846220080790090e-006	2.788631e-002	2.053267e-001
5.867425437932947e-006	2.781148e-002	2.048405e-001
5.888630795075805e-006	2.773667e-002	2.043915e-001
5.904255795075805e-006	2.768171e-002	2.040736e-001
5.912068295075806e-006	2.765427e-002	2.039202e-001
5.919880795075806e-006	2.762685e-002	2.037702e-001
5.927693295075806e-006	2.759946e-002	2.036237e-001
5.935505795075806e-006	2.757209e-002	2.034806e-001
5.943318295075806e-006	2.754476e-002	2.033407e-001
5.951130795075807e-006	2.751745e-002	2.032039e-001
5.958943295075807e-006	2.749017e-002	2.030703e-001
5.966755795075807e-006	2.746293e-002	2.029397e-001
5.974568295075807e-006	2.743572e-002	2.028120e-001
5.982380795075807e-006	2.740854e-002	2.026872e-001
5.990193295075808e-006	2.738140e-002	2.025646e-001
5.992187500000000e-006	2.737447e-002	2.025338e-001
5.996175909848385e-006	2.736052e-002	2.024746e-001
5.996176909848385e-006	2.736053e-002	2.024743e-001
5.996178909848386e-006	2.736057e-002	2.024735e-001
5.996182909848387e-006	2.736059e-002	2.024729e-001
5.996190909848388e-006	2.736058e-002	2.024726e-001
5.996206909848392e-006	2.736052e-002	2.024724e-001
5.996238909848400e-006	2.736042e-002	2.024719e-001
5.996302909848415e-006	2.736019e-002	2.024709e-001
5.996430909848446e-006	2.735975e-002	2.024690e-001
5.997198909848630e-006	2.735708e-002	2.024573e-001
5.998223909848875e-006	2.735353e-002	2.024419e-001
5.998229909848877e-006	2.735351e-002	2.024418e-001
6.000000000000000e-006	2.734737e-002	2.024151e-001
6.000000100000000e-006	2.734759e-002	2.024193e-001
6.000000300000000e-006	2.734808e-002	2.024297e-001
6.000000700000000e-006	2.734927e-002	2.024569e-001
6.000001000000000e-006	2.735029e-002	2.024818e-001
6.000001075912451e-006	2.735044e-002	2.024868e-001
6.000001227737352e-006	2.735070e-002	2.024968e-001
6.000001531387153e-006	2.735116e-002	2.025160e-001
6.000002138686757e-006	2.735182e-002	2.025517e-001
6.000003353285963e-006	2.735259e-002	2.026131e-001
6.000005435104292e-006	2.735317e-002	2.026970e-001
6.000007417224624e-006	2.735340e-002	2.027559e-001
6.000010295042352e-006	2.735364e-002	2.028164e-001
6.000013819819086e-006	2.735401e-002	2.028709e-001
6.000019931870336e-006	2.735475e-002	2.029433e-001
6.000029254488303e-006	2.735588e-002	2.030297e-001
6.000047899724237e-006	2.735800e-002	2.031540e-001
6.000085190196104e-006	2.736196e-002	2.033099e-001
6.000142808165336e-006	2.736766e-002	2.034413e-001
6.000206877300616e-006	2.737350e-002	2.035083e-001
6.000299816906453e-006	2.738097e-002	2.035360e-001
6.000440667717450e-006	2.738980e-002	2.035129e-001
6.000722369339446e-006	2.739914e-002	2.033797e-001
6.001285772583437e-006	2.739674e-002	2.030125e-001
6.002030331797848e-006	2.736775e-002	2.024565e-001
6.002766447481096e-006	2.732200e-002	2.018696e-001
6.003657039245914e-006	2.725347e-002	2.009628e-001
6.004246227182858e-006	2.719128e-002	1.998965e-001
6.004734269161577e-006	2.711663e-002	1.985293e-001
6.005112738128295e-006	2.704376e-002	1.973476e-001
6.005504125744386e-006	2.696710e-002	1.963425e-001
6.006005340731555e-006	2.689544e-002	1.957297e-001
6.006617979050812e-006	2.688628e-002	1.964022e-001
6.007280537855376e-006	2.702107e-002	1.994850e-001
6.007909447108257e-006	2.733589e-002	2.053332e-001
6.008427146146975e-006	2.777619e-002	2.127751e-001
6.008982591720892e-006	2.843021e-002	2.229280e-001
6.009579623648833e-006	2.925853e-002	2.347809e-001
6.010172831827068e-006	3.011125e-002	2.464154e-001
6.010841004021682e-006	3.101004e-002	2.590469e-001
6.011557575386013e-006	3.185549e-002	2.725280e-001
6.012433047607287e-006	3.274034e-002	2.894249e-001
6.013370782962434e-006	3.355139e-002	3.080999e-001
6.014376989722714e-006	3.428656e-002	3.286591e-001
6.015724962503825e-006	3.510641e-002	3.566397e-001
6.016926599305599e-006	3.569595e-002	3.817417e-001
6.018291725710666e-006	3.620736e-002	4.102313e-001
6.020014851531023e-006	3.667687e-002	4.459625e-001
6.022020724423461e-006	3.705081e-002	4.871753e-001
6.024550535184747e-006	3.736485e-002	5.386306e-001
6.027630943481137e-006	3.758928e-002	6.012412e-001
6.032280577997124e-006	3.702026e-002	7.057866e-001
6.035937836979602e-006	3.357775e-002	8.271396e-001
6.039067326546542e-006	2.501436e-002	1.018844e+000
6.043195314355575e-006	6.944613e-003	1.438688e+000
6.047055884774231e-006	-9.774419e-003	2.015910e+000
6.053027808492877e-006	-2.869409e-002	3.156490e+000
6.056002448554774e-006	-3.406457e-002	3.806553e+000
6.057794070566231e-006	-2.728414e-002	4.231668e+000
6.058835540709567e-006	1.221153e-003	4.494128e+000
6.059434182554728e-006	5.423645e-002	4.661355e+000
6.060050184466994e-006	1.636470e-001	4.857905e+000
6.060521837118760e-006	2.915182e-001	5.028741e+000
6.060830539240272e-006	3.994241e-001	5.151887e+000
6.061140943036980e-006	5.212849e-001	5.282057e+000
6.061474211540483e-006	6.569697e-001	5.424318e+000
6.062140748547487e-006	9.283531e-001	5.709692e+000
6.063108929744971e-006	1.316373e+000	6.123132e+000
6.064176404247064e-006	1.740567e+000	6.579984e+000
6.065548943476883e-006	2.290424e+000	7.173943e+000
6.067558049835627e-006	3.111566e+000	8.059095e+000
6.070210286648667e-006	4.225922e+000	9.255317e+000
6.074032176433476e-006	5.886455e+000	1.102787e+001
6.080547736536441e-006	8.775407e+000	1.409511e+001
6.088360236536441e-006	1.201926e+001	1.753053e+001
6.096172736536442e-006	1.456144e+001	2.023379e+001
6.103985236536442e-006	1.637360e+001	2.218419e+001
6.109027989321458e-006	1.738774e+001	2.328368e+001
6.115113019888106e-006	1.859179e+001	2.463485e+001
6.117424564565773e-006	1.895001e+001	2.514142e+001
6.119871009766866e-006	1.917643e+001	2.565441e+001
6.122607337268290e-006	1.932584e+001	2.620575e+001
6.125117243950126e-006	1.940990e+001	2.669376e+001
6.128369397617353e-006	1.947860e+001	2.730170e+001
6.131997758162035e-006	1.952839e+001	2.794521e+001
6.136935721927109e-006	1.957161e+001	2.875689e+001
6.142572308511615e-006	1.960286e+001	2.957969e+001
6.150207109689475e-006	1.963039e+001	3.054178e+001
6.153435562064050e-006	1.963881e+001	3.087795e+001
6.155275132650284e-006	1.964264e+001	3.101741e+001
6.156674076176384e-006	1.964523e+001	3.108331e+001
6.158084941169194e-006	1.964745e+001	3.112246e+001
6.159314368051006e-006	1.964898e+001	3.114534e+001
6.160805955509825e-006	1.965037e+001	3.116529e+001
6.162976838185165e-006	1.965175e+001	3.118639e+001
6.166443792872309e-006	1.965311e+001	3.121010e+001
6.170339701825550e-006	1.965396e+001	3.122803e+001
6.174663308236390e-006	1.965445e+001	3.124070e+001
6.179905668325260e-006	1.965475e+001	3.125011e+001
6.186839302886163e-006	1.965495e+001	3.125737e+001
6.194651802886163e-006	1.965507e+001	3.126189e+001
6.202464302886163e-006	1.965512e+001	3.126428e+001
6.210276802886163e-006	1.965515e+001	3.126554e+001
6.218089302886164e-006	1.965517e+001	3.126621e+001
6.225901802886164e-006	1.965518e+001	3.126656e+001
6.233714302886164e-006	1.965518e+001	3.126672e+001
6.241526802886164e-006	1.965518e+001	3.126676e+001
6.249339302886164e-006	1.965518e+001	3.126673e+001
6.257151802886165e-006	1.965518e+001	3.126664e+001
6.264964302886165e-006	1.965518e+001	3.126651e+001
6.272776802886165e-006	1.965518e+001	3.126634e+001
6.280589302886165e-006	1.965518e+001	3.126613e+001
6.288401802886165e-006	1.965517e+001	3.126587e+001
6.296214302886165e-006	1.965517e+001	3.126556e+001
6.304026802886166e-006	1.965517e+001	3.126518e+001
6.311839302886166e-006	1.965516e+001	3.126474e+001
6.319651802886166e-006	1.965516e+001	3.126420e+001
6.327464302886166e-006	1.965515e+001	3.126356e+001
6.335276802886166e-006	1.965514e+001	3.126279e+001
6.343089302886167e-006	1.965513e+001	3.126186e+001
6.350901802886167e-006	1.965512e+001	3.126075e+001
6.358714302886167e-006	1.965510e+001	3.125943e+001
6.366526802886167e-006	1.965508e+001	3.125787e+001
6.374339302886167e-006	1.965506e+001	3.125605e+001
6.382151802886168e-006	1.965504e+001	3.125398e+001
6.389964302886168e-006	1.965501e+001	3.125168e+001
6.397776802886168e-006	1.965498e+001	3.124917e+001
6.405589302886168e-006	1.965494e+001	3.124650e+001
6.413401802886168e-006	1.965491e+001	3.124370e+001
6.421214302886168e-006	1.965487e+001	3.124081e+001
6.429026802886169e-006	1.965483e+001	3.123787e+001
6.436839302886169e-006	1.965479e+001	3.123488e+001
6.444651802886169e-006	1.965475e+001	3.123188e+001
6.452464302886169e-006	1.965471e+001	3.122888e+001
6.460276802886169e-006	1.965467e+001	3.122589e+001
6.468089302886170e-006	1.965462e+001	3.122293e+001
6.475901802886170e-006	1.965459e+001	3.122001e+001
6.483714302886170e-006	1.965454e+001	3.121713e+001
6.491526802886170e-006	1.965451e+001	3.121430e+001
6.499339302886170e-006	1.965447e+001	3.121152e+001
6.507151802886171e-006	1.965443e+001	3.120879e+001
6.514964302886171e-006	1.965439e+001	3.120612e+001
6.522776802886171e-006	1.965436e+001	3.120349e+001
6.530589302886171e-006	1.965432e+001	3.120092e+001
6.538401802886171e-006	1.965429e+001	3.119841e+001
6.546214302886172e-006	1.965425e+001	3.119594e+001
6.554026802886172e-006	1.965422e+001	3.119353e+001
6.561839302886172e-006	1.965419e+001	3.119117e+001
6.569651802886172e-006	1.965415e+001	3.118887e+001
6.585276802886172e-006	1.965409e+001	3.118440e+001
6.608714302886173e-006	1.965400e+001	3.117807e+001
6.632151802886174e-006	1.965392e+001	3.117215e+001
6.655589302886174e-006	1.965384e+001	3.116663e+001
6.679026802886175e-006	1.965377e+001	3.116146e+001
6.702464302886175e-006	1.965370e+001	3.115664e+001
6.725901802886176e-006	1.965364e+001	3.115214e+001
6.741526802886176e-006	1.965360e+001	3.114931e+001
6.757151802886177e-006	1.965356e+001	3.114660e+001
6.764964302886177e-006	1.965354e+001	3.114529e+001
6.772776802886177e-006	1.965352e+001	3.114401e+001
6.780589302886177e-006	1.965351e+001	3.114276e+001
6.788401802886177e-006	1.965349e+001	3.114153e+001
6.796214302886178e-006	1.965347e+001	3.114034e+001
6.804026802886178e-006	1.965345e+001	3.113917e+001
6.811839302886178e-006	1.965344e+001	3.113802e+001
6.819651802886178e-006	1.965342e+001	3.113690e+001
6.827464302886178e-006	1.965341e+001	3.113581e+001
6.835276802886179e-006	1.965339e+001	3.113474e+001
6.843089302886179e-006	1.965338e+001	3.113369e+001
6.850901802886179e-006	1.965336e+001	3.113266e+001
6.858714302886179e-006	1.965335e+001	3.113166e+001
6.866526802886179e-006	1.965333e+001	3.113068e+001
6.874339302886180e-006	1.965332e+001	3.112972e+001
6.889964302886180e-006	1.965329e+001	3.112786e+001
6.897776802886180e-006	1.965328e+001	3.112696e+001
6.905589302886180e-006	1.965327e+001	3.112608e+001
6.913401802886180e-006	1.965326e+001	3.112522e+001
6.921214302886181e-006	1.965324e+001	3.112437e+001
6.929026802886181e-006	1.965323e+001	3.112355e+001
6.936839302886181e-006	1.965322e+001	3.112274e+001
6.944651802886181e-006	1.965321e+001	3.112194e+001
6.952464302886181e-006	1.965320e+001	3.112117e+001
6.960276802886182e-006	1.965319e+001	3.112041e+001
6.968089302886182e-006	1.965318e+001	3.111966e+001
6.975901802886182e-006	1.965317e+001	3.111893e+001
6.983714302886182e-006	1.965316e+001	3.111822e+001
6.991526802886182e-006	1.965315e+001	3.111751e+001
6.993511894227635e-006	1.965314e+001	3.111734e+001
6.996158682682906e-006	1.965316e+001	3.111712e+001
6.996159682682906e-006	1.965316e+001	3.111712e+001
6.996161682682907e-006	1.965315e+001	3.111712e+001
6.996165682682908e-006	1.965315e+001	3.111711e+001
6.996172049760613e-006	1.965314e+001	3.111711e+001
6.996182920940936e-006	1.965314e+001	3.111710e+001
6.996204663301583e-006	1.965314e+001	3.111710e+001
6.996248148022878e-006	1.965314e+001	3.111710e+001
6.996335117465467e-006	1.965314e+001	3.111709e+001
6.996509056350646e-006	1.965314e+001	3.111707e+001
6.996856934121004e-006	1.965314e+001	3.111704e+001
6.997552689661719e-006	1.965314e+001	3.111698e+001
6.998609488918570e-006	1.965314e+001	3.111689e+001
6.998610488918570e-006	1.965314e+001	3.111689e+001
6.998612488918571e-006	1.965314e+001	3.111689e+001
6.998616488918572e-006	1.965314e+001	3.111689e+001
6.998624488918574e-006	1.965314e+001	3.111689e+001
6.998640488918577e-006	1.965314e+001	3.111689e+001
7.000001000000000e-006	1.965314e+001	3.111677e+001
7.000001100000000e-006	1.965314e+001	3.111677e+001
7.000001300000000e-006	1.965314e+001	3.111676e+001
7.000001700000000e-006	1.965314e+001	3.111674e+001
7.000002000000000e-006	1.965313e+001	3.111673e+001
7.000002080000001e-006	1.965313e+001	3.111672e+001
7.000002240000000e-006	1.965313e+001	3.111672e+001
7.000002560000001e-006	1.965313e+001	3.111672e+001
7.000003200000001e-006	1.965313e+001	3.111670e+001
7.000004480000001e-006	1.965313e+001	3.111669e+001
7.000007040000002e-006	1.965313e+001	3.111666e+001
7.000012160000003e-006	1.965313e+001	3.111662e+001
7.000022400000006e-006	1.965313e+001	3.111656e+001
7.000042880000011e-006	1.965313e+001	3.111652e+001
7.000070680484755e-006	1.965313e+001	3.111652e+001
7.000101643347186e-006	1.965313e+001	3.111656e+001
7.000141742938766e-006	1.965314e+001	3.111662e+001
7.000195989331891e-006	1.965314e+001	3.111669e+001
7.000287840132112e-006	1.965314e+001	3.111674e+001
7.000420938894106e-006	1.965314e+001	3.111678e+001
7.000573446268670e-006	1.965314e+001	3.111680e+001
7.000777082063946e-006	1.965314e+001	3.111682e+001
7.001164365364557e-006	1.965314e+001	3.111684e+001
7.001938931965782e-006	1.965314e+001	3.111689e+001
7.003469666099143e-006	1.965314e+001	3.111695e+001
7.004969814307806e-006	1.965314e+001	3.111699e+001
7.006910712191911e-006	1.965314e+001	3.111701e+001
7.008852266969133e-006	1.965314e+001	3.111696e+001
7.010024919675327e-006	1.965314e+001	3.111684e+001
7.010842550595815e-006	1.965314e+001	3.111663e+001
7.011549202902801e-006	1.965313e+001	3.111628e+001
7.012245090216368e-006	1.965312e+001	3.111563e+001
7.013037932619927e-006	1.965309e+001	3.111435e+001
7.013752490609935e-006	1.965306e+001	3.111239e+001
7.014549849203485e-006	1.965299e+001	3.110887e+001
7.015373085119574e-006	1.965289e+001	3.110330e+001
7.016359274466575e-006	1.965272e+001	3.109348e+001
7.017524275742791e-006	1.965244e+001	3.107688e+001
7.019103777098049e-006	1.965192e+001	3.104587e+001
7.020831384516898e-006	1.965120e+001	3.100199e+001
7.021948106923352e-006	1.965064e+001	3.096712e+001
7.022797335143729e-006	1.965015e+001	3.093603e+001
7.023719425695870e-006	1.964956e+001	3.089785e+001
7.024904166154736e-006	1.964869e+001	3.084152e+001
7.027273647072469e-006	1.964663e+001	3.070994e+001
7.029817075867886e-006	1.964399e+001	3.054427e+001
7.032195015668311e-006	1.964100e+001	3.036195e+001
7.035089483717952e-006	1.963652e+001	3.010135e+001
7.039129204228830e-006	1.962837e+001	2.966900e+001
7.045087339987324e-006	1.961145e+001	2.890653e+001
7.051402959337326e-006	1.958385e+001	2.794916e+001
7.057334866367259e-006	1.953934e+001	2.690404e+001
7.063002002720647e-006	1.945185e+001	2.576984e+001
7.068759689962230e-006	1.925856e+001	2.449287e+001
7.071997879726486e-006	1.899249e+001	2.370096e+001
7.074682283231271e-006	1.853356e+001	2.297403e+001
7.077587217628866e-006	1.780506e+001	2.212474e+001
7.079962419472828e-006	1.713136e+001	2.139788e+001
7.082699505455350e-006	1.631100e+001	2.051585e+001
7.086248766959344e-006	1.509855e+001	1.921929e+001
7.088699050861364e-006	1.398458e+001	1.803919e+001
7.090468133745906e-006	1.286827e+001	1.686801e+001
7.091839005693885e-006	1.179467e+001	1.574860e+001
7.093262808925264e-006	1.056171e+001	1.446632e+001
7.094571642260261e-006	9.379390e+000	1.323736e+001
7.095880129593276e-006	8.178398e+000	1.198824e+001
7.097214165201237e-006	6.956857e+000	1.071553e+001
7.098774912023995e-006	5.552851e+000	9.247528e+000
7.100369640512348e-006	4.178628e+000	7.797160e+000
7.102600791549821e-006	2.425554e+000	5.888754e+000
7.104539486115543e-006	1.161397e+000	4.385692e+000
7.105711314815504e-006	6.164135e-001	3.593901e+000
7.106509650228488e-006	3.820045e-001	3.124612e+000
7.107291516897781e-006	2.379452e-001	2.711912e+000
7.108423199003395e-006	1.087136e-001	2.167114e+000
7.109948180467781e-006	6.881958e-003	1.492977e+000
7.110859242041656e-006	-2.497123e-002	1.121801e+000
7.111364816623875e-006	-3.285141e-002	9.305627e-001
7.111657673256577e-006	-3.508943e-002	8.258587e-001
7.111840282657636e-006	-3.591413e-002	7.635348e-001
7.111957521579648e-006	-3.625268e-002	7.251773e-001
7.112032712367035e-006	-3.639251e-002	7.016407e-001
7.112110988659264e-006	-3.647675e-002	6.783610e-001
7.112191972837919e-006	-3.648221e-002	6.560848e-001
7.112321299351449e-006	-3.633095e-002	6.243931e-001
7.112475449324484e-006	-3.591619e-002	5.918129e-001
7.112634068689271e-006	-3.520996e-002	5.640557e-001
7.112803741306235e-006	-3.413101e-002	5.405124e-001
7.113020716500251e-006	-3.228395e-002	5.180569e-001
7.113454666888284e-006	-2.770712e-002	4.858069e-001
7.113973612355531e-006	-2.152236e-002	4.576937e-001
7.114492118941840e-006	-1.512129e-002	4.370748e-001
7.115183853930349e-006	-7.026853e-003	4.164654e-001
7.116086946125440e-006	2.157705e-003	3.965552e-001
7.117368870391709e-006	1.266109e-002	3.764089e-001
7.118594657161175e-006	2.015555e-002	3.632504e-001
7.120055153940606e-006	2.635921e-002	3.530062e-001
7.121623706160698e-006	3.072917e-002	3.460934e-001
7.123782868471113e-006	3.436217e-002	3.411432e-001
7.126280991858689e-006	3.678015e-002	3.407948e-001
7.129456768449797e-006	3.867229e-002	3.492289e-001
7.132206049950480e-006	4.001852e-002	3.653058e-001
7.134169455086098e-006	4.089693e-002	3.809184e-001
7.135427697204068e-006	4.131300e-002	3.908787e-001
7.136577923148176e-006	4.144853e-002	3.981079e-001
7.138878375036393e-006	4.120052e-002	4.070565e-001
7.141392372945124e-006	4.047616e-002	4.098391e-001
7.143678167477772e-006	3.959581e-002	4.063008e-001
7.145877921968272e-006	3.878067e-002	3.989975e-001
7.147973582610631e-006	3.819008e-002	3.903981e-001
7.150225749299684e-006	3.780984e-002	3.810040e-001
7.152421644899402e-006	3.766631e-002	3.726534e-001
7.154789637847799e-006	3.769275e-002	3.650168e-001
7.157969906699369e-006	3.785223e-002	3.564211e-001
7.159594002048187e-006	3.794955e-002	3.526689e-001
7.161459444777645e-006	3.805017e-002	3.488654e-001
7.163816880599009e-006	3.814677e-002	3.443834e-001
7.166110337468600e-006	3.820843e-002	3.402541e-001
7.169281652286356e-006	3.825699e-002	3.348150e-001
7.172872589011586e-006	3.828925e-002	3.290153e-001
7.177880695322711e-006	3.832419e-002	3.216198e-001
7.183946253039675e-006	3.836612e-002	3.136690e-001
7.190416472276839e-006	3.840480e-002	3.063168e-001
7.198228972276839e-006	3.843601e-002	2.986535e-001
7.206041472276839e-006	3.845261e-002	2.919995e-001
7.213853972276839e-006	3.845915e-002	2.861976e-001
7.221666472276839e-006	3.845851e-002	2.810854e-001
7.229478972276840e-006	3.845206e-002	2.765351e-001
7.237291472276840e-006	3.844116e-002	2.724491e-001
